_dataobs_,Pool,Horses,City_Town_Code,Approx_SQFT,Bedrooms_Plus,Year_Built,__Bedrooms,__Bathrooms,__of_Interior_Levels,Exterior_Stories,Elementary_School,Jr__High_School,High_School,Elem_School_Dist__,High_School_Dist__,Approx_Lot_SqFt,Dwelling_Styles,Loan_Type
4552,None,N,Chandler,2120,3,1987,3,2.5,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,6329,Detached,Conventional
4553,None,N,Chandler,2128,5,1999,3,3,2,2,Jane D. Hull,Santan Junior High,Basha High,80,80,7000,Detached,Conventional
4555,Community,N,Chandler,1991,3,2020,2,2.5,3,3,Frye,Bogle Junior High,Hamilton,80,80,2832,Detached,Conventional
4556,None,N,Chandler,1350,3,1993,3,2,1,1,Kyrene de las Brisas,Kyrene Akimel A-al,Corona del Sol,28,28,4156,Detached,Cash
4561,Private,N,Scottsdale,2964,5,1995,4,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,10529,Detached,Cash
4568,None,N,Scottsdale,1949,3,1983,3,2,13,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,9950,Detached,Cash
4569,None,N,Fountain Hills,1832,3,1999,3,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,7540,Detached,Conventional
4571,None,N,Chandler,1919,4,2004,3,2,1,1,Weinberg,San Tan,Basha High,80,80,8799,Detached,Conventional
4572,None,N,Chandler,1372,3,1980,3,2,1,1,Pomeroy,Hendrix,Dobson,4,4,7192,Detached,Conventional
4574,Community,N,Scottsdale,1616,3,1993,2,2,1,1,Laguna,Mountainside,Desert Mountain High,48,48,5574,Detached,Conventional
4575,None,N,Chandler,1684,3,1997,3,2,1,1,Galveston,Willis,Chandler High,80,80,5340,Detached,Cash
4576,Both,N,Scottsdale,2878,4,2002,3,3.5,1,1,Grayhawk,Mountain Trail,Pinnacle,69,69,9235,Detached,Cash
4578,None,N,Scottsdale,1588,4,1963,3,2,1,1,Pueblo,Mohave,Saguaro High,48,48,6997,Detached,Conventional
4579,Private,N,Chandler,1903,4,1991,3,2,1,1,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,6686,Detached,Cash
4584,Both,N,Scottsdale,1832,3,1998,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,7617,Detached,Other
4590,None,N,Scottsdale,1620,4,1962,4,2,1,1,Pueblo,Mohave,Saguaro High,48,48,7329,Detached,Cash
4601,Private,N,Tempe,1438,3,1981,3,2,1,1,C. I. Waggoner,Kyrene Middle,Corona del Sol,28,213,8246,Detached,Conventional
4607,Private,N,Chandler,2621,4,2010,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,10689,Detached,Conventional
4608,Private,N,Scottsdale,2890,4,1983,4,2.5,2,2,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10723,Detached,Cash
4612,Private,N,Chandler,2866,4,2004,4,3,1,1,Audrey and Robert Ry,Willie & Coy Payne J,Perry,80,80,10240,Detached,VA
4616,None,N,Scottsdale,1615,3,1960,3,2,1,1,Pima,Supai,Coronado High,48,48,6609,Detached,Conventional
4617,Private,N,Scottsdale,1620,3,1959,3,2,1,1,Hohokam Scottsdale,Tonalea,Coronado High,48,48,10238,Detached,Conventional
4619,Private,N,Tempe,2272,4,1977,4,3,1,1,Broadmor Elementary,Connolly,Tempe High School,3,213,11103,Detached,Conventional
4624,Community,N,Scottsdale,1433,3,1990,3,2,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,3491,Detached,Conventional
4632,Private,N,Scottsdale,2343,4,1991,4,2,1,1,Copper Canyon,Explorer,Horizon School,69,69,9351,Detached,Conventional
4634,Private,N,Scottsdale,2096,4,1996,3,2.5,2,2,Redfield Elementary,Desert Canyon,Desert Mountain High,48,48,5600,Detached,Conventional
4636,Private,N,Scottsdale,2074,4,1979,3,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,18545,Detached,Other
4638,None,N,Tempe,2050,4,1965,4,2,1,1,Broadmor Elementary,McKemy,Tempe High School,3,213,9047,Detached,Conventional
4644,Community,N,Tempe,1588,3,1988,3,2.5,2,2,Kyrene de la Maripos,Kyrene Middle,Corona del Sol,28,213,5617,Detached,Conventional
4653,Private,N,Scottsdale,2688,4,1996,4,3,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,9609,Detached,Conventional
4657,None,N,Tempe,2360,4,1969,4,3.5,3,2,Arredondo Elem,Connolly,McClintock,3,213,7440,Detached,Conventional
4659,None,N,Chandler,1527,3,1996,3,2,1,1,San Marcos,Bogle Junior High,Hamilton,80,80,5776,Detached,Conventional
4662,Community,N,Chandler,1639,3,2004,2,2,1,1,Adult,Adult,Adult,80,80,6853,Detached,Cash
4663,Community,N,Chandler,1763,2,2020,2,2.5,3,3,Frye,Bogle Junior High,Hamilton,80,80,2030,Detached,Conventional
4665,None,N,Chandler,1162,3,2002,3,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,4400,Detached,Cash
4667,Both,N,Scottsdale,2806,5,2006,4,3.5,2,2,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,6056,Detached,Conventional
4674,None,N,Chandler,1809,4,1998,3,2.5,2,2,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,2871,Detached,Conventional
4675,None,N,Chandler,1336,3,1986,3,2,1,1,Summit Academy,Summit Academy,Dobson,4,4,6499,Detached,Other
4678,Private,N,Fountain Hills,2726,3,1994,3,2.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,86830,Detached,Conventional
4679,Private,N,Chandler,3526,6,2005,4,3.5,2,2,Santan Elementary,Santan Junior High,Perry,80,80,8750,Detached,Conventional
4680,Community,N,Scottsdale,2306,4,1998,3,2,1,1,Grayhawk,Explorer,Pinnacle,69,69,7761,Detached,Conventional
4681,None,N,Scottsdale,2298,4,1979,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10103,Detached,Conventional
4682,Private,N,Tempe,1590,3,1964,3,2,1,1,Hudson,Connolly,McClintock,3,213,8634,Detached,Conventional
4686,Private,N,Scottsdale,4303,5,2002,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,26975,Detached,Conventional
4688,None,N,Scottsdale,3177,4,2020,4,3.5,1,1,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,10251,Detached,Cash
4689,Private,N,Fountain Hills,3728,4,2001,4,3.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,14404,Detached,Conventional
4690,Community,N,Scottsdale,2633,5,2013,3,2.5,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,9360,Detached,Other
4691,None,N,Scottsdale,3710,4,2021,3,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,43851,Detached,Conventional
4695,Private,N,Scottsdale,2086,3,1973,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,11329,Detached,Conventional
4696,Private,N,Chandler,4221,6,2004,4,3,2,2,Ira A. Fulton,Santan Junior High,Hamilton,80,80,10038,Detached,Conventional
4700,Private,N,Scottsdale,2005,3,1990,3,2,1,1,Copper Ridge,Copper Ridge Middle,Chaparral High,48,48,7652,Detached,Conventional
4701,Private,N,Scottsdale,1556,3,1962,3,2.5,1,1,Pueblo,Mohave,Saguaro High,48,48,6360,Detached,Other
4709,None,N,Chandler,2080,4,1994,4,3,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,7484,Detached,Conventional
4715,Private,N,Chandler,1700,5,2000,4,2,1,1,Jane D. Hull,Santan Junior High,Basha High,80,80,4426,Detached,Other
4716,Private,N,Tempe,1330,3,1977,3,2,1,1,Roosevelt,Carson Junior High,Westwood,4,4,6909,Detached,Conventional
4720,Community,N,Tempe,1460,3,1986,3,2,1,1,Kyrene de la Maripos,Kyrene Middle,Tempe High School,28,213,5131,Detached,Conventional
4723,Community,N,Chandler,1328,3,1984,3,1.75,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,6434,Detached,Conventional
4728,Private,Y,Scottsdale,1862,4,1962,3,2,1,1,Sequoya,Cocopah,Chaparral High,48,48,35240,Detached,Cash
4732,None,Y,Chandler,2502,5,1999,5,3,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,48240,Detached,Conventional
4737,None,N,Scottsdale,1994,3,1983,2,2,1,1,Cochise,Cocopah,Chaparral High,48,48,6337,Detached,Conventional
4739,None,N,Scottsdale,1768,3,1977,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,6411,Detached,Cash
4743,None,N,Scottsdale,2091,5,1978,4,1.75,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,9227,Detached,Conventional
4750,Private,N,Chandler,1720,3,1999,3,2,1,1,Basha Elementary Sch,Bogle Junior High,Hamilton,80,80,7020,Detached,Other
4751,Private,N,Scottsdale,1469,2,1951,2,2,1,1,Hohokam Scottsdale,Tonalea,Coronado High,48,48,7395,Detached,Conventional
4753,None,N,Tempe,1661,3,1994,3,2,1,1,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,5158,Detached,Conventional
4755,None,N,Chandler,1936,4,1993,4,2,2,2,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,5171,Detached,Cash
4767,None,N,Scottsdale,2149,3,1976,3,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,15909,Detached,Conventional
4769,Private,N,Scottsdale,2273,4,1971,4,2,1,1,Pima,Supai,Saguaro High,48,48,8756,Detached,Other
4770,None,N,Scottsdale,3551,5,1990,5,3,2,2,Desert Springs,Desert Shadows Scott,Horizon School,69,69,10315,Detached,Cash
4789,None,N,Tempe,1014,2,1970,2,1,1,1,Carminati,Gililland,Tempe High School,3,3,5998,Detached,Conventional
4792,Both,N,Scottsdale,2903,4,2002,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,9406,Detached,Other
4793,Private,N,Scottsdale,2989,5,1963,5,3,1,1,Kiva,Mohave,Saguaro High,48,48,13013,Detached,Conventional
4794,Private,Y,Scottsdale,3329,4,2007,4,2.5,1,1,Lone Mountain,Sonoran Trails,Cactus Shadows,93,93,48420,Detached,Conventional
4810,None,N,Tempe,1260,3,1972,3,2,1,1,Evans,McKemy,Tempe High School,3,213,6268,Detached,Cash
4834,None,N,Chandler,1604,3,1988,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,7880,Detached,Conventional
4836,Community,N,Chandler,1340,3,1985,3,2,1,1,Kyrene del Cielo,Kyrene Aprende,Corona del Sol,28,213,4961,Detached,Conventional
4839,None,N,Chandler,1128,3,1984,3,2,1,1,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,7009,Detached,Conventional
4843,Private,N,Scottsdale,2071,3,1985,3,2,1,1,Zuni Hills,Desert Canyon Middle,Desert Mountain High,48,48,10722,Detached,Conventional
4847,Private,N,Scottsdale,1969,4,1977,4,2,1,1,Paradise Valley,Desert Shadows,Paradise Valley,69,69,15100,Detached,Cash
4848,Private,N,Chandler,1755,3,1993,3,2,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,6242,Detached,Conventional
4849,Private,N,Chandler,2015,4,2001,3,2,1,1,Jane D. Hull,San Tan,Basha High,80,80,7681,Detached,Cash
4866,Private,N,Tempe,2050,5,1974,5,2,1,1,Rover,Fees,Marcos De Niza,3,213,12084,Detached,Cash
4867,None,N,Chandler,1434,3,2005,3,2,1,1,Rudy G. Bologna,John M Andersen Elem,Chandler High,80,80,5435,Detached,Conventional
4883,None,N,Scottsdale,1750,3,1959,3,2,1,1,Tonalea,Tonalea,Coronado High,48,48,7482,Detached,Conventional
4887,None,N,Chandler,2634,5,2013,3,3,2,2,Basha Elementary Sch,Santan Junior High,Hamilton,80,80,5962,Detached,Conventional
4891,Community,N,Scottsdale,1258,3,1987,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,4948,Detached,Conventional
4893,Private,N,Chandler,1667,3,2002,3,2,1,1,Navarrete,Other,Basha High,80,80,7183,Detached,Conventional
4896,Private,N,Tempe,1572,4,1984,4,2.5,1,1,Kyrene de los Ninos,Kyrene Middle,Marcos De Niza,28,213,9897,Detached,Conventional
4897,None,N,Chandler,1539,3,1995,3,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,7545,Detached,Conventional
4904,None,N,Tempe,1382,3,1971,3,2,1,1,Carminati,Gililland,Tempe High School,3,213,3480,Detached,VA
4907,Community,N,Chandler,967,2,1998,2,2,1,1,Adult,Adult,Adult,80,80,4500,Detached,Other
4911,Both,N,Scottsdale,2378,3,1998,3,2,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,12085,Detached,VA
4923,Private,N,Chandler,2531,6,2005,4,3,1,1,Ira A. Fulton,CT Freedom,Hamilton,80,80,8091,Detached,Conventional
4925,None,Y,Scottsdale,2149,3,1994,3,2,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,42866,Detached,Cash
4929,Private,N,Chandler,3060,5,2003,4,3.5,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,10615,Detached,Conventional
4934,None,N,Scottsdale,1224,3,1958,3,2,1,1,Yavapai,Supai,Coronado,48,48,6412,Detached,Conventional
4935,Private,N,Chandler,1962,4,1975,4,2,1,1,Knox,Willis,Chandler High,80,80,8041,Detached,Conventional
4936,None,N,Chandler,1746,4,2004,3,2,1,1,Navarrete,Willie & Coy Payne J,Basha High,80,80,7902,Detached,Conventional
4940,Community,N,Tempe,1165,2,1997,2,2.5,2,2,Wood,Fees,Marcos De Niza,3,213,3446,Detached,Conventional
4941,Private,N,Scottsdale,3616,5,1998,4,3.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,16800,Detached,Cash
4959,Private,N,Scottsdale,1230,3,1960,3,2,1,1,Hohokam Coolidge,Tonalea,Coronado High,48,48,6544,Detached,Other
4961,None,N,Tempe,2880,6,1950,6,2.5,2,2,Hudson,McKemy,McClintock,3,213,10502,Detached,Conventional
4962,None,N,Chandler,1657,3,1989,3,2,2,2,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,8259,Detached,Conventional
4966,Community,N,Chandler,1017,2,1996,2,2,1,1,Adult,Adult,Adult,80,80,3598,Detached,Cash
4967,None,N,Tempe,848,2,1961,2,1,1,1,Yavapai,Tonalea,Coronado High,48,48,6007,Detached,Cash
4968,Private,N,Fountain Hills,2950,5,2007,3,3.5,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,4485,Detached,Cash
4976,Private,N,Scottsdale,2348,4,1979,4,2,1,1,Liberty Scottsdale,Sunrise Middle,Horizon School,69,69,10381,Detached,Conventional
4977,Private,N,Chandler,4060,6,2002,5,3,2,2,Jane D. Hull,San Tan,Basha High,80,80,7657,Detached,Conventional
4981,Private,N,Chandler,2713,5,1996,5,2.5,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,8869,Detached,Conventional
4984,Private,N,Chandler,2345,5,2002,5,2,1,1,San Tan,Chandler High,Basha High,80,80,10317,Detached,Conventional
4986,Private,N,Chandler,1647,3,1998,3,2,1,1,Robert and Danell Ta,Bogle Junior High,Hamilton,80,80,6987,Detached,Conventional
4992,None,N,Tempe,1400,3,1959,3,2,1,1,Laird,Gililland,Tempe High School,48,48,6216,Detached,Conventional
4998,Private,N,Chandler,1441,3,1997,3,2,1,1,Sanborn,Willis,Chandler High,80,80,5506,Detached,Conventional
5002,None,N,Chandler,1336,3,1986,3,2,1,1,Frost,Hendrix,Dobson,4,4,3720,Detached,VA
5003,Private,N,Chandler,1120,3,1982,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,7187,Detached,VA
5006,Private,N,Chandler,988,4,1969,3,1.75,1,1,Galveston,Challenger,Chandler High,80,80,6138,Detached,Conventional
5010,Both,N,Scottsdale,2851,7,2021,5,3,2,2,Copper Canyon,Sunrise Middle,Horizon,69,69,5400,Detached,Conventional
5018,Private,N,Scottsdale,2017,5,1973,4,2,1,1,Desert Shadows,Desert Shadows Scott,Horizon School,69,69,14125,Detached,Conventional
5020,Private,N,Tempe,3013,5,1990,5,3,2,2,Kyrene de la Maripos,Kyrene del Pueblo,Corona del Sol,28,213,9013,Detached,Conventional
5028,None,N,Chandler,1221,3,1997,3,2,1,1,Rudy G. Bologna,Santan Junior High,Perry,80,80,6665,Detached,Conventional
5038,None,N,Chandler,2184,4,1993,4,2.5,2,2,Sanborn,Willis,Chandler High,80,80,6900,Detached,Cash
5042,Community,N,Scottsdale,2831,3,1985,3,3,2,2,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,11583,Detached,Other
5054,None,N,Scottsdale,1704,3,1987,3,2,1,1,Desert Springs,Desert Shadows Scott,Horizon School,69,69,10000,Detached,Other
5055,None,N,Scottsdale,2341,5,1994,4,2.5,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,5100,Detached,Conventional
5056,None,N,Tempe,1998,4,1959,4,3,1,1,Holdeman,Gililland,Tempe High School,3,213,6270,Detached,Conventional
5058,Private,N,Chandler,2535,4,2004,3,2,1,1,Jane D. Hull,San Tan,Basha High,80,80,9733,Detached,VA
5062,None,N,Chandler,1407,3,1994,3,2,1,1,Playa Del Rey,Mesquite Gilbert,Mesquite High,41,41,5441,Detached,FHA
5065,Private,N,Scottsdale,3273,6,1986,5,4,1,1,Sonoran Sky Scotts,Desert Shadows Scott,Horizon School,69,69,12262,Detached,Cash
5067,Community,N,Scottsdale,2407,3,1985,2,3,2,2,Cherokee,Cocopah,Chaparral High,48,48,4666,Detached,Cash
5080,Private,N,Chandler,3596,8,2003,5,3.5,2,2,Basha Elementary Sch,San Tan,Perry,80,80,7440,Detached,Conventional
5081,None,N,Scottsdale,1689,3,1980,3,2,1,1,Kiva,Mohave,Saguaro High,48,48,8641,Detached,Cash
5083,Community,N,Scottsdale,1701,3,1999,3,2,1,1,Desert Canyon,Desert Canyon Middle,Desert Mountain High,48,48,6750,Detached,Conventional
5086,Private,N,Scottsdale,1677,3,1996,3,2,1,1,Redfield Elementary,Desert Canyon Middle,Desert Mountain High,48,48,5613,Detached,Conventional
5090,None,N,Scottsdale,1908,3,1980,3,2,1,1,Scales,Anasazi Elementary,Desert Mountain High,48,48,8016,Detached,Conventional
5096,None,N,Chandler,1558,3,1980,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,8333,Detached,Cash
5098,None,N,Chandler,1820,3,1983,3,2,1,1,Kyrene de la Paloma,Kyrene del Pueblo,Corona del Sol,28,213,8311,Detached,Cash
5100,None,N,Tempe,1388,3,1960,3,2,1,1,Broadmor Elementary,McKemy,Tempe High School,3,213,8050,Detached,Cash
5104,Private,N,Fountain Hills,3609,6,1998,5,3,2,2,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,22808,Detached,Conventional
5107,Private,N,Tempe,2663,4,1978,4,3,1,1,Broadmor Elementary,McKemy,Tempe High School,3,213,10128,Detached,Conventional
5111,Private,N,Fountain Hills,1930,3,1999,2,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,8101,Detached,Conventional
5113,Community,N,Tempe,2970,5,2017,4,3.5,2,2,Kyrene de las Manita,Kyrene del Pueblo,Mountain Pointe,28,213,4800,Detached,Conventional
5118,Community,N,Scottsdale,1816,3,1999,3,2.5,2,2,Desert Canyon,Copper Ridge Middle,Saguaro High,48,48,5358,Detached,Cash
5119,None,N,Scottsdale,1980,4,1960,4,2,1,1,Yavapai,Supai,Coronado High,48,48,6590,Detached,Conventional
5123,None,N,Scottsdale,2094,5,1961,4,2,1,1,Yavapai,Supai,Coronado High,48,48,7620,Detached,Cash
5128,Private,N,Chandler,1288,3,1985,3,2,1,1,Sanborn,Andalucia Middle,Chandler High,80,80,8102,Detached,Conventional
5131,None,N,Tempe,1270,3,1954,3,2,1,1,Flora Threw,Connolly,McClintock,3,213,7144,Detached,Conventional
5132,None,N,Chandler,967,2,1999,2,2,1,1,Adult,Adult,Adult,80,80,4275,Detached,Cash
5133,None,N,Chandler,1442,3,1960,3,1.75,1,1,Hartford Sylvia Enci,John M Andersen Jr H,Chandler High,80,80,7693,Detached,Cash
5139,Community,N,Scottsdale,1836,2,1996,2,2.5,1,1,Black Mountain,Desert Trails,Cactus Shadows,93,93,13991,Detached,Cash
5142,Private,N,Chandler,2517,5,1997,4,3,1,1,Ann Marie Jacobson,Bogle Junior High,Hamilton,80,80,11225,Detached,Conventional
5144,None,N,Tempe,2769,4,1994,4,2.5,1,1,Kyrene del Norte,Kyrene Middle,Marcos De Niza,28,213,10206,Detached,Conventional
5148,Private,N,Scottsdale,1616,3,1983,3,2,1,1,North Ranch,Desert Shadows Scott,Horizon School,69,69,8029,Detached,Cash
5149,Community,N,Scottsdale,1764,3,1981,3,2,1,1,Cochise,Cocopah,Chaparral High,48,48,4992,Detached,Cash
5151,None,N,Chandler,2155,4,2005,3,2,1,1,Haley Elementary,San Tan,Perry,80,80,8077,Detached,Conventional
5152,None,N,Scottsdale,1922,3,1996,3,2,1,1,Copper Canyon,Explorer,Pinnacle,69,69,5305,Detached,Conventional
5163,None,N,Chandler,1420,3,1995,3,2,1,1,Shumway,Willis,Chandler High,80,80,4561,Detached,Conventional
5168,Both,N,Scottsdale,3624,5,2000,4,3.5,1,1,Black Mountain,Sonoran Trails,Cactus Shadows,93,93,10495,Detached,Conventional
5169,Private,N,Scottsdale,2435,3,1987,3,3,1,1,Sonoran Sky Scotts,Desert Shadows,Horizon School,69,69,6688,Detached,Cash
5171,None,N,Scottsdale,3117,4,1997,3,2.75,1,1,Desert Sun,Desert Sky Middle Sc,Cactus Shadows,93,93,29828,Detached,Cash
5175,Private,N,Scottsdale,2058,4,1996,4,2,1,1,Grayhawk,Mountain Trail,Pinnacle,69,69,13058,Detached,Conventional
5176,None,N,Chandler,2919,5,2018,4,3.5,1,1,John & Carol Carlson,Willie & Coy Payne J,Basha High,80,80,10580,Detached,Conventional
5181,None,N,Scottsdale,1699,5,1959,4,2,1,1,Yavapai,Mountainside,Coronado High,48,48,7151,Detached,Conventional
5194,None,N,Tempe,1432,3,1974,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,7070,Detached,Conventional
5197,None,N,Chandler,1036,2,1981,2,1,1,1,Sirrine,Hendrix,Dobson,4,4,6804,Detached,Conventional
5203,None,N,Scottsdale,2447,4,2017,3,2.5,1,1,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,6000,Detached,Conventional
5205,Private,Y,Scottsdale,4182,5,2005,5,4,1,1,Desert Sun,Sonoran Trails,Desert Sun,93,93,58067,Detached,Cash
5216,Private,N,Fountain Hills,2743,3,1987,3,2,1,1,McDowell Mountain,Fountain Hills Middl,Fountain Hills,98,98,16505,Detached,Conventional
5221,Community,N,Chandler,2250,4,1994,3,2,1,1,Adult,Adult,Adult,80,80,6290,Detached,VA
5225,None,N,Tempe,1024,2,1950,2,2,1,1,Holdeman,Gililland,Tempe High School,3,213,7875,Detached,Conventional
5239,Private,N,Scottsdale,3516,5,1993,4,3,2,2,Desert Sun,Sonoran Trails,Cactus Shadows,93,93,20319,Detached,Conventional
5247,None,N,Scottsdale,1793,6,1960,5,2,1,1,Yavapai,Supai,Coronado,48,48,6081,Detached,Conventional
5250,None,N,Chandler,1639,3,2003,2,2,1,1,Adult,Adult,Adult,80,80,6920,Detached,Conventional
5257,Private,N,Scottsdale,3509,5,1989,5,2.5,2,2,Anasazi Elementary,Mountainside,Desert Mountain High,48,48,7579,Detached,Conventional
5267,Private,N,Fountain Hills,2391,3,1986,2,2.5,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,19998,Detached,Conventional
5269,Private,N,Scottsdale,1313,2,1958,2,2,1,1,Navajo,Mohave,Saguaro High,48,48,6878,Detached,Other
5270,Private,N,Scottsdale,2120,3,1961,3,3,1,1,Tonalea,Tonalea,Coronado High,48,48,10492,Detached,Conventional
5271,Private,N,Scottsdale,1704,3,1988,3,2.5,2,2,Zuni Hills,Desert Canyon,Desert Mountain,48,48,4500,Detached,Conventional
5272,Private,N,Tempe,1979,4,1985,4,2,1,1,Kyrene de la Maripos,Kyrene De La Maripos,Corona del Sol,28,213,8568,Detached,Cash
5277,None,N,Fountain Hills,1878,3,1986,3,2,1,1,Four Peaks Ftn Hills,Fountain Hills,Fountain Hills,98,98,11182,Detached,Conventional
5281,Community,N,Fountain Hills,1856,3,1986,2,2,1,1,Four Peaks Ftn Hills,Fountain Hills Middl,Fountain Hills,98,98,5401,Detached,VA
5286,Private,N,Tempe,1556,3,1983,3,2,1,1,Kyrene de las Lomas,Kyrene Aprende,Marcos De Niza,28,213,8067,Detached,Conventional
5292,Community,N,Chandler,1398,3,1993,3,2,2,2,Kyrene del Sureno,Kyrene Aprende,Corona del Sol,28,213,4382,Detached,Conventional
5303,None,N,Chandler,1541,3,1985,3,2,1,1,John M. Andersen,John M Andersen Jr H,Chandler High,80,80,7196,Detached,Other
5325,Private,N,Chandler,2232,4,2005,4,2,1,1,Navarrete,San Tan,Hamilton,80,80,9262,Detached,Conventional
5332,Community,N,Chandler,1680,3,2001,2,2,1,1,Adult,Adult,Adult,80,80,6500,Detached,Conventional
5336,Private,N,Tempe,2163,4,1965,3,2,1,1,Fuller,Fees,Marcos De Niza,3,213,7606,Detached,Cash
